No.;Kode Item;Nama Item;Jenis;Stok;Satuan;Qty / Paket;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3
1923;PULPEN-055;Pulpen Snow Drawing 0,4 Biru;ATK;7;Pak;12;Bh;75000;92000;0;0
1924;PULPEN-056;Pulpen Snow Drawing 0,5 Hitam;ATK;45;Bh;1;Bh;6666;9000;10000;0
1925;PULPEN-056;Pulpen Snow Drawing 0,5 Hitam;ATK;3,75;Pak;12;Bh;79992;97500;0;0
1926;PULPEN-057;Pulpen Snow Drawing 0,5 Biru;ATK;47;Bh;1;Bh;6250;8500;9500;0
1927;PULPEN-057;Pulpen Snow Drawing 0,5 Biru;ATK;3,92;Pak;12;Bh;75000;92000;0;0
1928;PULPEN-058;Pulpen Snow Drawing 0,7 Hitam;ATK;80;Bh;1;Bh;6666;9000;10000;0
1929;PULPEN-058;Pulpen Snow Drawing 0,7 Hitam;ATK;6,67;Pak;12;Bh;79992;97500;0;0
1930;PULPEN-059;Pulpen Snow Drawing 0,7 Biru;ATK;0;Bh;1;Bh;6250;8500;9500;0
1931;PULPEN-059;Pulpen Snow Drawing 0,7 Biru;ATK;0;Pak;12;Bh;75000;92000;0;0
1932;PULPEN-060;Pulpen Snow Drawing 0,05 Hitam;ATK;75;Bh;1;Bh;6250;8500;9500;0
1933;PULPEN-060;Pulpen Snow Drawing 0,05 Hitam;ATK;6,25;Pak;12;Bh;75000;92000;0;0
1934;PULPEN-061;Pulpen Spiral Joyko Hitam;ATK;144;Bh;1;Bh;4000;5500;6500;0
1935;PULPEN-061;Pulpen Spiral Joyko Hitam;ATK;6;Pak;24;Bh;96000;119000;0;0
1936;PULPEN-062;Pulpen Spiral Joyko Biru;ATK;0;Bh;1;Bh;4041;5500;6500;0
1937;PULPEN-062;Pulpen Spiral Joyko Biru;ATK;0;Pak;12;Bh;48492;59500;0;0
1938;PULPEN-063;Pulpen Standar AE7 Hitam;ATK;1.167,00;Bh;1;Bh;1500;2500;3000;0
1939;PULPEN-063;Pulpen Standar AE7 Hitam;ATK;97,25;Pak;12;Bh;18000;27000;0;0
1940;PULPEN-064;Pulpen Standar AE7 Biru;ATK;2.664,00;Bh;1;Bh;1458;2000;2500;0
1941;PULPEN-064;Pulpen Standar AE7 Biru;ATK;222;Pak;12;Bh;17496;22000;0;0
1942;PULPEN-065;Pulpen Standar AE7 Merah;ATK;401;Bh;1;Bh;1493;2500;3000;0
1943;PULPEN-065;Pulpen Standar AE7 Merah;ATK;33,42;Pak;12;Bh;17916;27000;0;0
1944;PULPEN-066;Pulpen Standar R3 Hitam;ATK;0;Bh;1;Bh;1840;2500;3000;0
1945;PULPEN-066;Pulpen Standar R3 Hitam;ATK;0;Pak;12;Bh;22080;27000;0;0
1946;PULPEN-067;Pulpen Standart  C88 Hitam;ATK;0;Bh;1;Bh;798;1500;2000;0
1947;PULPEN-067;Pulpen Standart  C88 Hitam;ATK;0;Pak;12;Bh;9576;16500;0;0
1948;PULPEN-068;Pulpen Standart C88 Biru;ATK;-1;Bh;1;Bh;798;1500;2000;0
1949;PULPEN-068;Pulpen Standart C88 Biru;ATK;-0,08;Pak;12;Bh;9576;16500;0;0
1950;PULPEN-069;Pulpen  Standart C55 Hitam;ATK;0;Bh;1;Bh;583;1000;1500;0
1951;PULPEN-069;Pulpen  Standart C55 Hitam;ATK;0;Pak;12;Bh;6996;11000;0;0
1952;PULPEN-070;Pulpen standart P5 Hitam;ATK;0;Bh;1;Bh;1583;2500;3000;0
1953;PULPEN-070;Pulpen standart P5 Hitam;ATK;0;Pak;12;Bh;18996;27000;0;0
1954;PULPEN-071;Pulpen standart p5 Biru;ATK;0;Bh;1;Bh;1583;2500;3000;0
1955;PULPEN-071;Pulpen standart p5 Biru;ATK;0;Pak;12;Bh;18996;27000;0;0
1956;PULPEN-072;Pulpen Cabe Tali warna;ATK;0;Bh;1;Bh;1250;2000;2500;0
1957;PULPEN-072;Pulpen Cabe Tali warna;ATK;0;Pak;12;Bh;15000;22000;0;0
1958;PULPEN-073;Pulpen 4 Color Trifelo;ATK;0;Bh;1;Bh;7016;10500;12000;0
1959;PULPEN-073;Pulpen 4 Color Trifelo;ATK;0;Pak;12;Bh;84192;113500;0;0
1960;PULPEN-074;Pulpen zebra 4 Warna;ATK;0;Bh;1;Bh;7916;10500;12000;0
1961;PULPEN-074;Pulpen zebra 4 Warna;ATK;0;Pak;12;Bh;94992;113500;0;0
1962;PULPEN-075;Pulpen Signo 153;ATK;-6;Bh;1;Bh;13750;19000;21000;0
1963;PULPEN-075;Pulpen Signo 153;ATK;-0,5;Pak;12;Bh;165000;205500;0;0
1964;PULPEN-076;Pulpen Pilot G-2 0,7 Hitam;ATK;264;Pcs;1;Pcs;12500;17000;19000;0
1965;PULPEN-076;Pulpen Pilot G-2 0,7 Hitam;ATK;22;Pak;12;Pcs;150000;184000;0;0
1966;PULPEN-077;Pulpen Pilot G-2 0,5/0,7 Biru;ATK;281;Pcs;1;Pcs;13333;18000;20000;0
1967;PULPEN-077;Pulpen Pilot G-2 0,5/0,7 Biru;ATK;23,42;Pak;12;Pcs;160000;194500;0;0
1968;PULPEN-078;Pulpen Zebra Hitam;ATK;287;Pcs;1;Pcs;12916;17500;19000;0
1969;PULPEN-078;Pulpen Zebra Hitam;ATK;23,92;Pak;12;Pcs;154992;189000;0;0
1970;PULPEN-079;Pulpen Zebra Biru;ATK;274;Pcs;1;Pcs;12916;17500;19000;0
1971;PULPEN-079;Pulpen Zebra Biru;ATK;22,83;Pak;12;Pcs;154992;189000;0;0
1972;PULPEN-080;Pulpen TIZO BIRU;ATK;-27;Pcs;1;Pcs;3333;5000;5500;0
1973;PULPEN-080;Pulpen TIZO BIRU;ATK;-2,25;Pak;12;Pcs;39996;54000;0;0
1974;PULPEN-081;Pulpen  joyko BP-288;ATK;0;Pcs;1;Pcs;3750;5500;6500;0
1975;PULPEN-081;Pulpen  joyko BP-288;ATK;0;Pak;12;Pcs;45000;59500;0;0
1976;PULPEN-082;Pulpen Snowman V7 Hitam;ATK;425;Pcs;1;Pcs;1597;2500;3000;0
1977;PULPEN-082;Pulpen Snowman V7 Hitam;ATK;35,42;Pak;12;Pcs;19164;27000;0;0
1978;PULPEN-083;Pulpen Snowman v7 Biru;ATK;426;Pcs;1;Pcs;1597;2500;3000;0
1979;PULPEN-083;Pulpen Snowman v7 Biru;ATK;35,5;Pak;12;Pcs;19164;27000;0;0
1980;PULPEN-084;Pulpen Snow Drawing 0,8 Hitam;ATK;218;Bh;1;Bh;6666;9000;10000;0
1981;PULPEN-084;Pulpen Snow Drawing 0,8 Hitam;ATK;18,17;Pak;12;Bh;80000;97500;0;0
1982;PULPEN-085;Pulpen TIZO Hitam;ATK;44;Pcs;1;Pcs;3125;4500;5000;0
1983;PULPEN-085;Pulpen TIZO Hitam;ATK;3,67;Pak;12;Pcs;37500;49000;0;0
1984;PULPEN-086;Pulpen Snowman V2 Hitam;ATK;-1.022,00;Bh;1;Bh;1597;2500;3000;0
1985;PULPEN-086;Pulpen Snowman V2 Hitam;ATK;-85,17;Pak;12;Bh;19164;27000;0;0
1986;PULPEN-087;Pulpen Snowman V2 Biru;ATK;707;Bh;1;Bh;1597;2500;3000;0
1987;PULPEN-087;Pulpen Snowman V2 Biru;ATK;58,92;Pak;12;Bh;19164;27000;0;0
1988;PULPEN-088;Pulpen Snowman V2 Merah;ATK;444;Bh;1;Bh;1493;2500;3000;0
1989;PULPEN-088;Pulpen Snowman V2 Merah;ATK;37;Pak;12;Bh;17916;27000;0;0
1990;PULPEN-089;Pulpen Joyko trico 3 warna;ATK;120;Bh;1;Bh;3368;5000;5500;0
1991;PULPEN-089;Pulpen Joyko trico 3 warna;ATK;10;Pak;12;Bh;40416;54000;0;0
1992;PULPEN-090;Pulpen Deli A 119;ATK;23;Bh;1;Bh;2500;3500;4000;0
1993;PULPEN-090;Pulpen Deli A 119;ATK;1,92;Pak;12;Bh;30000;38000;0;0
1994;PULPEN-091;Pulpen Kokoro Hitam;ATK;120;Bh;1;Bh;4791;6500;7500;0
1995;PULPEN-091;Pulpen Kokoro Hitam;ATK;10;Pak;12;Bh;57492;70500;0;0
1996;PULPEN-092;Pulpen Kokoro Biru;ATK;60;Bh;1;Bh;4791;6500;7500;0
1997;PULPEN-092;Pulpen Kokoro Biru;ATK;5;Pak;12;Bh;57492;70500;0;0
1998;PULPEN-093;Pulpen QGel Joyko Hitam;ATK;593;Bh;1;Bh;2083;3000;3500;0
1999;PULPEN-093;Pulpen QGel Joyko Hitam;ATK;49,42;Pak;12;Bh;24996;32500;0;0
2000;PULPEN-094;Pulpen QGel Joyko Biru;ATK;201;Bh;1;Bh;2083;3000;3500;0
2001;PULPEN-094;Pulpen QGel Joyko Biru;ATK;16,75;Pak;12;Bh;25000;32500;0;0
2002;PULPEN-095;Pulpen Kokoro Merah;ATK;60;Bh;1;Bh;4791;6500;7500;0
2003;PULPEN-095;Pulpen Kokoro Merah;ATK;5;Pak;12;Bh;57500;70500;0;0
2004;PULPEN-096;Pulpen QGel Joyko Merah;ATK;140;Bh;1;Bh;2083;3000;3500;0
2005;PULPEN-096;Pulpen QGel Joyko Merah;ATK;11,67;Pak;12;Bh;24996;32500;0;0
2006;PUSPIN-001;Push Pins/Paku warna Joyko;ATK;41;set;1;set;2500;4000;4500;0
2007;PUSPIN-001;Push Pins/Paku warna Joyko;ATK;3,42;Pak;12;set;30000;43500;0;0
2008;RAK.SUSUN-001;Rak 3 susun besi 3 SS Micro;ATK;2;Unit;1;Unit;75000;101500;112000;0
2009;RAK.SUSUN-002;Rak 3 susun Plastik Eksekutif Star;ATK;7;Unit;1;Unit;82000;111500;123000;0
2010;RAK.SUSUN-003;Rak 3 Susun besi  DT-443 ESCO;ATK;0;Bh;1;Bh;82041;111000;150000;0
2011;RAK.SUSUN-004;Rak 3 Susun Besi DT-25 Joyko;ATK;5;Bh;1;Bh;85000;115000;126500;0
2012;REMOVER-001;Remover Max Staples;ATK;12;Bh;1;Bh;32000;43500;48000;0
2013;REMOVER-001;Remover Max Staples;ATK;1,2;Pak;10;Bh;320000;391500;0;0
2014;SERUTAN-001;Serutan Duduk A5 Kenko / Joyko;ATK;4;Bh;1;Bh;62000;84000;92500;0
2015;SERUTAN-002;Serutan Duduk A5M Kenko / Joyko;ATK;3;Bh;1;Bh;40000;55500;61000;0
2016;SERUTAN-003;Serutan SDI / Combo;ATK;68;Bh;1;Bh;2750;4000;4500;0
2017;SERUTAN-003;Serutan SDI / Combo;ATK;2,27;Pak;30;Bh;82500;108000;0;0
2018;SFC-001;Drum OPC;Sparepart Fc;0;Pcs;1;Pcs;200000;0;0;0
2019;SFC-002;Chip 4070;Sparepart Fc;0;Pcs;1;Pcs;120000;0;0;0
2020;SFC-003;Chip Drum 2060 DC-V;Sparepart Fc;0;Pcs;1;Pcs;120000;0;0;0
2021;SFC-004;Chip Toner 2060 DC-V;Sparepart Fc;0;Pcs;1;Pcs;120000;0;0;0
2022;SFC-005;Chip Apeos Drum;Sparepart Fc;0;Pcs;1;Pcs;90000;0;0;0
2023;SFC-006;Chip 286 / 3007;Sparepart Fc;0;Pcs;1;Pcs;85000;0;0;0
2024;SFC-007;Chip 2060 DC-IV;Sparepart Fc;0;Pcs;1;Pcs;120000;0;0;0
2025;SFC-008;Catridge Drum;Sparepart Fc;0;Pcs;1;Pcs;750000;0;0;0
2026;SFC-009;Toner Xerox Apeos;Sparepart Fc;-2;pcs;1;pcs;275000;0;0;0
2027;SFC-010;Toner DC-400;Sparepart Fc;0;pcs;1;pcs;95000;0;0;0
2028;SFC-011;Upper Pemanas DC-V;Sparepart Fc;0;pcs;1;pcs;850000;0;0;0
2029;SFC-012;Upper Pemanas 286;Sparepart Fc;0;pcs;1;pcs;650000;0;0;0
2030;SFC-013;Lower Pemanas 286;Sparepart Fc;0;pcs;1;pcs;850000;0;0;0
2031;SFC-014;Lower Pemanas DC-400;Sparepart Fc;0;pcs;1;pcs;0;0;0;0
2032;SFC-015;Karet Try;Sparepart Fc;0;pcs;1;pcs;0;0;0;0
2033;SFC-016;Karet ADV;Sparepart Fc;0;pcs;1;pcs;0;0;0;0
2034;SFC-017;Cleaning Blade;Sparepart Fc;0;pcs;1;pcs;150000;0;0;0
2035;SFC-018;CHIP APEOS TONER;Sparepart Fc;0;PCS;1;PCS;90000;0;0;0
2036;SP-001;Kaki Y Banner;SP;-33;pcs;1;pcs;20499;0;0;0
2037;SP-002;Kaki Roll Banner 60X160;SP;0;pcs;1;pcs;120000;0;0;0
2038;SP-003;Handpress/ Magnet (jepit mata Itik);SP;0;pcs;1;pcs;900000;1050000;1155000;0
2039;SP-004;Kaki X Banner;SP;-4;Bh;1;Bh;20449;0;0;0
2040;SP-005;Kaki Roll Banner 80x200;SP;2;Pcs;1;Pcs;115000;0;0;0
2041;SPIDOL-001;Spidol Artline 70 Hitam;ATK;303;Bh;1;Bh;7500;10500;12000;0
2042;SPIDOL-001;Spidol Artline 70 Hitam;ATK;25,25;Pak;12;Bh;90000;113500;0;0
2043;SPIDOL-002;Spidol Artline 70 Biru;ATK;174;Bh;1;Bh;7500;10500;12500;0
2044;SPIDOL-002;Spidol Artline 70 Biru;ATK;14,5;Pak;12;Bh;90000;113500;0;0
2045;SPIDOL-003;Spidol Artline 500 Merah W/B;ATK;-1;Bh;1;Bh;7917;11000;12500;0
2046;SPIDOL-003;Spidol Artline 500 Merah W/B;ATK;-0,08;Pak;12;Bh;95004;119500;0;0
2047;SPIDOL-004;Spidol Snowman OHP-OPF Hitam;ATK;88;Bh;1;Bh;6333;9000;10000;0
2048;SPIDOL-004;Spidol Snowman OHP-OPF Hitam;ATK;7,33;Pak;12;Bh;75996;97500;0;0
2049;SPIDOL-005;Spidol Snowman OHP-OPF Biru;ATK;169;Bh;1;Bh;6333;9000;10000;0
2050;SPIDOL-005;Spidol Snowman OHP-OPF Biru;ATK;14,08;Pak;12;Bh;75996;97500;0;0
2051;SPIDOL-006;Spidol Snowman OHP-OPF Merah;ATK;40;Bh;1;Bh;6333;9000;10000;0
2052;SPIDOL-006;Spidol Snowman OHP-OPF Merah;ATK;3,33;Pak;12;Bh;75996;97500;0;0
2053;SPIDOL-007;Spidol Snowman OHP-OPF Hijau;ATK;93;Bh;1;Bh;5833;8000;9000;0
2054;SPIDOL-007;Spidol Snowman OHP-OPF Hijau;ATK;7,75;Pak;12;Bh;69996;86500;0;0
2055;SPIDOL-008;Spidol Snowman OHP-OPM Hitam;ATK;127;Bh;1;Bh;6041;8500;9500;0
2056;SPIDOL-008;Spidol Snowman OHP-OPM Hitam;ATK;10,58;Pak;12;Bh;72492;92000;0;0
2057;SPIDOL-009;Spidol Snowman OHP-OPM Biru;ATK;139;Bh;1;Bh;5750;8500;9500;0
2058;SPIDOL-009;Spidol Snowman OHP-OPM Biru;ATK;11,58;Pak;12;Bh;69000;92000;0;0
2059;SPIDOL-010;Spidol Snowman Kecil Merah;ATK;69;Bh;1;Bh;833;1500;2000;0
2060;SPIDOL-010;Spidol Snowman Kecil Merah;ATK;0,48;Pak;144;Bh;119952;194500;0;0
2061;SPIDOL-011;Spidol Snowman Kecil Kuning;ATK;71;Bh;1;Bh;833;1500;2000;0
2062;SPIDOL-011;Spidol Snowman Kecil Kuning;ATK;0,49;Pak;144;Bh;119952;194500;0;0
2063;SPIDOL-012;Spidol Snowman Kecil Hijau;ATK;51;Bh;1;Bh;833;1500;2000;0
2064;SPIDOL-012;Spidol Snowman Kecil Hijau;ATK;0,35;Pak;144;Bh;119952;194500;0;0
2065;SPIDOL-013;Spidol Snowman Kecil Biru;ATK;504;Bh;1;Bh;1024;1500;2000;0
2066;SPIDOL-013;Spidol Snowman Kecil Biru;ATK;3,5;Pak;144;Bh;147456;194500;0;0
2067;SPIDOL-014;Spidol Snowman Kecil Hitam;ATK;201;Bh;1;Bh;1024;1500;2000;0
2068;SPIDOL-014;Spidol Snowman Kecil Hitam;ATK;1,4;Pak;144;Bh;147456;194500;0;0
2069;SPIDOL-015;Spidol Snowman Kecil 12 warna;ATK;-1;Set;1;Set;11666;16000;18000;0
2070;SPIDOL-015;Spidol Snowman Kecil 12 warna;ATK;-0,08;Pak;12;Set;139992;173000;0;0
2071;SPIDOL-016;Spidol G12 Snow Permanent Hitam;ATK;258;Bh;1;Bh;5125;7500;8500;0
2072;SPIDOL-016;Spidol G12 Snow Permanent Hitam;ATK;21,5;Pak;12;Bh;61500;81000;0;0
2073;SPIDOL-017;Spidol G12 Snow Permanent Biru;ATK;569;Bh;1;Bh;5125;7000;8000;0
2074;SPIDOL-017;Spidol G12 Snow Permanent Biru;ATK;47,42;Pak;12;Bh;61500;76000;0;0
2075;SPIDOL-018;Spidol G12 Snow Permanent Hijau;ATK;156;Bh;1;Bh;4791;6500;7500;0
2076;SPIDOL-018;Spidol G12 Snow Permanent Hijau;ATK;13;Pak;12;Bh;57492;70500;0;0
2077;SPIDOL-019;Spidol G12 Snow Permanent Merah;ATK;47;Bh;1;Bh;4791;6500;7500;0
2078;SPIDOL-019;Spidol G12 Snow Permanent Merah;ATK;3,92;Pak;12;Bh;57492;70500;0;0
2079;SPIDOL-020;Spidol W/B Snowman Hitam;ATK;352;Bh;1;Bh;5958;8500;9500;0
2080;SPIDOL-020;Spidol W/B Snowman Hitam;ATK;29,33;Pak;12;Bh;71500;92000;0;0
2081;SPIDOL-021;Spidol W/B Snowman Biru;ATK;242;Bh;1;Bh;5958;8500;9500;0
2082;SPIDOL-021;Spidol W/B Snowman Biru;ATK;20,17;Pak;12;Bh;71496;92000;0;0
2083;SPIDOL-022;Spidol W/B Snowman Hijau;ATK;83;Bh;1;Bh;5958;8500;9500;0
2084;SPIDOL-022;Spidol W/B Snowman Hijau;ATK;6,92;Pak;12;Bh;71496;92000;0;0
2085;SPIDOL-023;Spidol W/B Snowman Merah;ATK;28;Bh;1;Bh;5958;8500;9500;0
2086;SPIDOL-023;Spidol W/B Snowman Merah;ATK;2,33;Pak;12;Bh;71496;92000;0;0
2087;SPIDOL-024;Spidol W/B Snowman Kuning;ATK;44;Bh;1;Bh;5694;8000;9000;0
2088;SPIDOL-024;Spidol W/B Snowman Kuning;ATK;3,67;Pak;12;Bh;68328;86500;0;0
2089;SPIDOL-025;Spidol W/B Faster hitam;ATK;0;Bh;1;Bh;3500;5000;5500;0
2090;SPIDOL-025;Spidol W/B Faster hitam;ATK;0;Pak;12;Bh;42000;54000;0;0
2091;SPIDOL-026;Spidol Snow Paint Marker White;ATK;270;Bh;1;Bh;11833;16000;16500;0
2092;SPIDOL-026;Spidol Snow Paint Marker White;ATK;22,5;Pak;12;Bh;141996;173000;0;0
2093;SPIDOL-027;Spidol Snow Paint Marker Black;ATK;325;Bh;1;Bh;11041;15000;16500;0
2094;SPIDOL-027;Spidol Snow Paint Marker Black;ATK;27,08;Pak;12;Bh;132492;162000;0;0
2095;SPIDOL-028;Spidol Snow Paint Marker Gold;ATK;135;Bh;1;Bh;10500;14500;16000;0
2096;SPIDOL-028;Spidol Snow Paint Marker Gold;ATK;11,25;Pak;12;Bh;126000;157000;0;0
2097;SPIDOL-029;Spidol Snow Paint Marker Silver;ATK;141;Bh;1;Bh;10500;14500;16000;0
2098;SPIDOL-029;Spidol Snow Paint Marker Silver;ATK;11,75;Pak;12;Bh;126000;157000;0;0
2099;SPIDOL-030;Spidol Snow Paint Marker Red;ATK;54;Bh;1;Bh;11042;15000;16500;0
2100;SPIDOL-030;Spidol Snow Paint Marker Red;ATK;4,5;Pak;12;Bh;132504;162000;0;0
2101;SPIDOL-031;Spidol Snow Paint Marker Yellow;ATK;91;Bh;1;Bh;11042;15000;16500;0
2102;SPIDOL-031;Spidol Snow Paint Marker Yellow;ATK;7,58;Pak;12;Bh;132504;162000;0;0
2103;SPIDOL-032;Spidol Snow Paint Marker Blue;ATK;156;Bh;1;Bh;11041;15000;16500;0
2104;SPIDOL-032;Spidol Snow Paint Marker Blue;ATK;13;Pak;12;Bh;132492;162000;0;0
2105;SPIDOL-033;Spidol Snow Paint Marker Green;ATK;151;Bh;1;Bh;11041;15000;16500;0
2106;SPIDOL-033;Spidol Snow Paint Marker Green;ATK;12,58;Pak;12;Bh;132492;162000;0;0
2107;SPIDOL-034;Spidol Snowman 500 hitam;ATK;5;Bh;1;Bh;13583;19000;21000;0
2108;SPIDOL-034;Spidol Snowman 500 hitam;ATK;0,42;Pak;12;Bh;162996;205500;0;0
2109;SPIDOL-035;Spidol Snowman 500 biru;ATK;46;Bh;1;Bh;13583;18500;20500;0
2110;SPIDOL-035;Spidol Snowman 500 biru;ATK;3,83;Pak;12;Bh;162996;200000;0;0
2111;SPIDOL-036;Spidol Solid Marker Merah;ATK;0;Bh;1;Bh;38125;51500;57000;0
2112;SPIDOL-037;Spidol Artline 500 Hitam;ATK;240;Bh;1;Bh;8583;12000;13500;0
2113;SPIDOL-037;Spidol Artline 500 Hitam;ATK;20;Pak;12;Bh;102996;130000;0;0
2114;SPIDOL-038;Spidol Artline 500 Biru;ATK;360;Bh;1;Bh;8500;11500;13000;0
2115;SPIDOL-038;Spidol Artline 500 Biru;ATK;30;Pak;12;Bh;102000;124500;0;0
2116;SPIDOL-039;Spidol Artline 700 Hitam;ATK;61;Bh;1;Bh;8958;12500;14000;0
2117;SPIDOL-039;Spidol Artline 700 Hitam;ATK;5,08;Pak;12;Bh;107496;135000;0;0
2118;SPIDOL-040;Spidol Artline 700 Biru;ATK;48;Bh;1;Bh;8833;12000;13500;0
2119;SPIDOL-040;Spidol Artline 700 Biru;ATK;4;Pak;12;Bh;106000;130000;0;0
2120;SPIDOL-041;Spidol Snow 500 Merah;ATK;12;Bh;1;Bh;13583;18500;20500;0
2121;SPIDOL-041;Spidol Snow 500 Merah;ATK;1;Pak;12;Bh;163000;200000;0;0
2122;SPIDOL-042;Spidol Artline 70 Merah;ATK;144;Bh;1;Bh;7583;10500;12000;0
2123;SPIDOL-042;Spidol Artline 70 Merah;ATK;12;Pak;12;Bh;91000;113500;0;0
2124;SPIDOL-043;Spidol OHP Faber Castel Hitam;ATK;50;Bh;1;Bh;12500;17000;19000;0
2125;SPIDOL-043;Spidol OHP Faber Castel Hitam;ATK;5;Pak;10;Bh;125000;153000;0;0
2126;SPIDOL-044;Spidol OHP Faber Castel Biru;ATK;50;Bh;1;Bh;12500;17000;19000;0
2127;SPIDOL-044;Spidol OHP Faber Castel Biru;ATK;5;Pak;10;Bh;125000;153000;0;0
2128;SPIDOL-045;Spidol OHP Faber Castel Merah;ATK;50;Bh;1;Bh;12500;17000;19000;0
2129;SPIDOL-045;Spidol OHP Faber Castel Merah;ATK;5;Pak;10;Bh;125000;153000;0;0
2130;SPNDK-001;SPANDUK;SP;0;M;1;M;0;0;0;0
2131;SPNDK-002;SPANDUK+Y BANNER;SP;0;PCS;1;PCS;0;0;0;0
2132;SPNDK-003;X BANNER;SP;0;PCS;1;PCS;0;0;0;0
2133;SPNDK-004;Bahan Spanduk 3,2;SP;2;Roll;1;Roll;1265600;0;0;0
2134;SPNDK-005;Bahan Spanduk 2,6;SP;1;Roll;1;Roll;1028300;0;0;0
2135;SPNDK-006;Bahan Spanduk 2,13;SP;0;Roll;1;Roll;842415;0;0;0
2136;SPNDK-007;Bahan Spanduk 1,6;SP;2;Roll;1;Roll;632800;0;0;0
2137;SPNDK-008;Bahan Spanduk 1,07;SP;3;Roll;1;Roll;423185;0;0;0
2138;SPONS-001;Spon Air Joyko;ATK;-4;Bh;1;Bh;4166;6000;7000;0
2139;SPONS-001;Spon Air Joyko;ATK;-0,17;Pak;24;Bh;99984;130000;0;0
2140;STABILO-001;Stabilo Swing Cool Pink;ATK;0;Bh;1;Bh;7250;10000;11000;0
2141;STABILO-001;Stabilo Swing Cool Pink;ATK;0;Pak;10;Bh;72500;90000;0;0
2142;STABILO-002;Stabilo Swing Cool Hijau;ATK;0;Bh;1;Bh;7250;10000;11000;0
2143;STABILO-002;Stabilo Swing Cool Hijau;ATK;0;Pak;10;Bh;72500;90000;0;0
2144;STABILO-003;Stabilo Swing Cool Biru;ATK;0;Bh;1;Bh;7250;10000;11000;0
2145;STABILO-003;Stabilo Swing Cool Biru;ATK;0;Pak;10;Bh;72500;90000;0;0
2146;STABILO-004;Stabilo Swing Cool Lavender;ATK;0;Bh;1;Bh;7250;10000;11000;0
2147;STABILO-004;Stabilo Swing Cool Lavender;ATK;0;Pak;10;Bh;72500;90000;0;0
2148;STABILO-005;Stabilo Swing Cool Kuning;ATK;-5;Bh;1;Bh;7250;10000;11000;0
2149;STABILO-005;Stabilo Swing Cool Kuning;ATK;-0,5;Pak;10;Bh;72500;90000;0;0
2150;STABILO-006;Stabilo Swing Cool Orange;ATK;0;Bh;1;Bh;7250;10000;11000;0
2151;STABILO-006;Stabilo Swing Cool Orange;ATK;0;Pak;10;Bh;72500;90000;0;0
2152;STABILO-007;Stabilo Swing Cool Violet;ATK;0;Bh;1;Bh;7250;10000;11000;0
2153;STABILO-007;Stabilo Swing Cool Violet;ATK;0;Pak;10;Bh;72500;90000;0;0
2154;STABILO-008;Stabilo Bos Merah;ATK;60;Bh;1;Bh;9500;12500;14000;0
2155;STABILO-008;Stabilo Bos Merah;ATK;6;Pak;10;Bh;95000;112500;0;0
2156;STABILO-009;Stabilo Bos Kuning;ATK;123;Bh;1;Bh;9500;12500;14000;0
2157;STABILO-009;Stabilo Bos Kuning;ATK;12,3;Pak;10;Bh;95000;112500;0;0
2158;STABILO-010;Stabilo Bos Hijau;ATK;57;Bh;1;Bh;8250;11500;13000;0
2159;STABILO-010;Stabilo Bos Hijau;ATK;5,7;Pak;10;Bh;82500;103500;0;0
2160;STABILO-011;Stabilo Bos Biru;ATK;88;Bh;1;Bh;9500;12500;14000;0
2161;STABILO-011;Stabilo Bos Biru;ATK;8,8;Pak;10;Bh;95000;112500;0;0
2162;STABILO-012;Stabilo Bos Orange;ATK;90;Bh;1;Bh;8250;11500;13000;0
2163;STABILO-012;Stabilo Bos Orange;ATK;9;Pak;10;Bh;82500;103500;0;0
2164;STABILO-013;Stabilo Bos Pink;ATK;78;Bh;1;Bh;8250;11500;13000;0
2165;STABILO-013;Stabilo Bos Pink;ATK;7,8;Pak;10;Bh;82500;103500;0;0
2166;STABILO-014;Stabilo Joyko Biru;ATK;51;Bh;1;Bh;3250;4500;5000;0
2167;STABILO-014;Stabilo Joyko Biru;ATK;5,1;Pak;10;Bh;32500;40500;0;0
2168;STABILO-015;Stabilo Joyko Hijau;ATK;35;Bh;1;Bh;3500;5000;5500;0
2169;STABILO-015;Stabilo Joyko Hijau;ATK;3,5;Pak;10;Bh;35000;45000;0;0
2170;STABILO-016;Stabilo Joyko Pink;ATK;48;Bh;1;Bh;3350;5000;5500;0
2171;STABILO-016;Stabilo Joyko Pink;ATK;4,8;Pak;10;Bh;33500;45000;0;0
2172;STABILO-017;Stabilo Joyko Kuning;ATK;-7;Bh;1;Bh;3275;4500;5000;0
2173;STABILO-017;Stabilo Joyko Kuning;ATK;-0,7;Pak;10;Bh;32750;40500;0;0
2174;STABILO-018;Stabilo Joyko Orange;ATK;50;Bh;1;Bh;3500;5000;5500;0
2175;STABILO-018;Stabilo Joyko Orange;ATK;5;Pak;10;Bh;35000;45000;0;0
2176;STABILO-019;Stabilo Bos Merah;ATK;9;Bh;1;Bh;8250;11500;13000;0
2177;STABILO-019;Stabilo Bos Merah;ATK;0,9;Pak;10;Bh;82500;0;0;0
2178;STAMPEL-001;Stempel LUNAS joyko;ATK;1;Bh;1;Bh;7625;10500;12000;0
2179;STAMPEL-001;Stempel LUNAS joyko;ATK;0,08;Pak;12;Bh;91500;113500;0;0
2180;STEROFOAM-001;Steorofoam warna;ATK;2;Bh;1;Bh;3700;6000;7000;0
