sku;name;category;stock;unit;costPrice;price;minStock
LABEL-005;Label Tom & Jerry 99;ATK;119,00;Bks;4.240,00;6.000,00;25,00
LABEL-006;Label Tom & Jerry 100;ATK;46,00;Bks;4.240,00;6.000,00;25,00
LABEL-007;Label Tom & Jerry 101;ATK;1,00;Bks;4.600,00;6.500,00;25,00
LABEL-008;Label Tom & Jerry 102;ATK;139,00;Bks;4.240,00;6.000,00;25,00
LABEL-009;Label Tom & Jerry 103;ATK;48,00;Bks;4.600,00;6.500,00;25,00
LABEL-010;Label Tom & Jerry 103 Transparant;ATK;2,00;Bks;9.000,00;12.500,00;25,00
LABEL-011;Label Tom & Jerry 105;ATK;50,00;Bks;5.100,00;6.500,00;25,00
LABEL-012;Label Tom & Jerry 107;ATK;153,00;Bks;4.400,00;7.000,00;25,00
LABEL-013;Label Tom & Jerry 109;ATK;0,00;Bks;4.240,00;6.000,00;25,00
LABEL-014;Label Tom & Jerry 110;ATK;51,00;Bks;4.240,00;6.000,00;25,00
LABEL-015;Label Tom & Jerry 111;ATK;196,00;Bks;4.400,00;6.500,00;25,00
LABEL-016;Label Tom & Jerry 112;ATK;18,00;Bks;4.600,00;6.500,00;25,00
LABEL-017;Label Tom & Jerry 113;ATK;64,00;Bks;4.240,00;6.000,00;25,00
LABEL-018;Label Tom & Jerry 121;ATK;119,00;Bks;5.100,00;7.000,00;25,00
LABEL-019;Label Tom & Jerry 121 Transparant;ATK;242,00;Bks;9.000,00;12.500,00;25,00
LABEL-020;Label Tom & Jerry 123;ATK;63,00;Bks;4.400,00;6.000,00;25,00
LABEL-021;Label Tom & Jerry 124;ATK;125,00;Bks;4.240,00;6.000,00;25,00
LABEL-022;Label Tom & Jerry 126;ATK;61,00;Bks;4.240,00;6.000,00;25,00
LABEL-023;Label Tom & Jerry 127;ATK;65,00;Bks;4.600,00;6.500,00;25,00
LABEL-024;Label Tom & Jerry 129;ATK;34,00;Bks;4.240,00;6.000,00;25,00
LABEL-025;Label Tom & Jerry 108;ATK;13,00;Bks;4.600,00;6.500,00;25,00
LABEL-026;Label Tom & Jerry 125;ATK;103,00;Bks;4.600,00;6.500,00;10,00
LEM-001;Lem Aibon Kecil;ATK;0,00;Btl;10.000,00;13.500,00;5,00
LEM-002;Lem Superket 4,5 Kg / Reskol;ATK;0,00;Gln;75.000,00;108.000,00;5,00
LEM-003;Lem Jaya Bond 4 KG;ATK;1,00;Gln;99.000,00;134.000,00;5,00
LEM-004;Lem Fox 1 Kg;ATK;-16,00;Btl;31.875,00;43.500,00;5,00
LEM-005;Lem Fox 500 gr ( Sedang );ATK;8,00;Btl;18.500,00;25.000,00;5,00
LEM-006;Lem Fox Kecil 150 gr;ATK;0,00;Btl;9.062,62;12.500,00;10,00
LEM-007;Lem Power Glue General;ATK;132,00;bh;3.916,00;5.500,00;10,00
LEM-008;Lem Stick Kenko 8 Gr;ATK;269,00;bh;2.133,00;3.000,00;30,00
LEM-009;Lem Stick Kenko 25 Gr;ATK;194,00;bh;4.500,00;6.500,00;12,00
LEM-010;Lem Stick Joyko 25 Gr;ATK;34,00;bh;4.167,00;6.000,00;12,00
LEM-011;Lem Stick 8211 Bantex  22gr;ATK;0,00;bh;8.666,00;12.000,00;12,00
LEM-012;Lem Uhu Cair 7mm Pasta;ATK;0,00;Btl;4.500,00;6.500,00;12,00
LEM-013;Lem UHU Stick Kecil;ATK;0,00;bh;5.833,00;8.000,00;12,00
LEM-014;Lem O Glue 50 cc;ATK;11,00;Btl;2.792,00;4.000,00;12,00
LEM-015;Lem Cair 40 ML Daimaru;ATK;0,00;Btl;1.188,00;2.000,00;12,00
LEM-016;Lem Cair 35 ml Joyko/Kenko;ATK;45,00;Btl;1.583,00;2.500,00;12,00
LEM-017;Lem Cair 50 ml Joyko/Kenko;ATK;0,00;Btl;1.875,00;3.000,00;12,00
LEM-018;Lem Handsome / Spanduk;ATK;-278,00;Pcs;3.500,00;7.000,00;12,00
LEM-019;Lem Pronto Pasta;ATK;0,00;Pcs;1.875,00;3.000,00;12,00
LEM-020;Lem Dlukol Kecil;ATK;-1,00;PCS;875,00;1.500,00;0,00
LEM-021;Lem Dlukol Sedeng;ATK;0,00;PCS;2.291,00;3.500,00;0,00
LEM-022;Lem Dlukol Besar;ATK;-1,00;PCS;6.000,00;8.500,00;0,00
LEM-023;Lem Stick Kenko 15 gr;ATK;0,00;Pcs;3.225,00;4.500,00;0,00
MAGNET-001;Magnet Warna 30 Mm;ATK;49,00;Set;4.708,00;6.500,00;5,00
MAP-001;Map Batik Karton GM;ATK;39,00;Bh;6.666,00;9.000,00;12,00
MAP-002;Map Batik Karton Biasa;ATK;0,00;Bh;1.500,00;2.500,00;12,00
MAP-003;Map Biasa Sakato W/C;ATK;42,00;Pak;23.500,00;32.500,00;10,00
MAP-004;Map Bisnis File Daichi / Felix A4 Mrh;ATK;295,00;Bh;3.250,00;4.500,00;60,00
MAP-005;Map Bisnis File Daichi / Felix A4 Kng;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-006;Map Bisnis File Daichi / Felix A4 Hj;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-007;Map Bisnis File Daichi / Felix A4 Br;ATK;-40,00;Bh;2.666,00;4.000,00;60,00
MAP-008;Map Bisnis File Daichi / Felix A4 Abu2;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-009;Map Bisnis File Daichi / Felix A4 Ht;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-010;Map Bisnis File Daichi / Felix F4 Merah;ATK;499,00;Bh;2.708,00;4.000,00;60,00
MAP-011;Map Bisnis File Daichi / Felix F4 Kuning;ATK;546,00;Bh;2.708,00;4.000,00;60,00
MAP-012;Map Bisnis File Daichi / Felix F4 Hijau;ATK;177,00;Bh;2.708,00;4.000,00;60,00
MAP-013;Map Bisnis File Daichi / Felix F4 Biru;ATK;390,00;Bh;2.708,00;4.000,00;60,00
MAP-014;Map Bisnis File Daichi / Felix F4 Abu2;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-015;Map Bisnis File Daichi / Felix F4 Hitam;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-016;Map Bisnis File Daichi / Felix F4 Orange;ATK;0,00;Bh;2.666,00;4.000,00;60,00
MAP-017;Map Bisnis File Daichi / Felix F4 Bening;ATK;0,00;Bh;2.700,00;4.000,00;60,00
MAP-018;Map Clear Holder Felix 60 W/C;ATK;20,00;Bh;25.000,00;34.000,00;12,00
MAP-019;Map Clear Holder Felix 40 W/C;ATK;-4,00;Bh;20.000,00;27.000,00;12,00
MAP-020;Map Clear Holder Felix 20 W/C;ATK;297,00;Bh;12.500,00;18.000,00;12,00
MAP-021;Map Gantung Diamond 6007;ATK;-4,00;Bh;4.000,00;5.500,00;12,00
MAP-022;Map Gantung Fujita;ATK;149,00;Bh;3.700,00;5.000,00;12,00
MAP-023;Map Biola 5002 Merah;ATK;11,00;Dus;67.500,00;91.500,00;5,00
MAP-024;Map Biola 5002 Kuning;ATK;3,00;Dus;67.500,00;91.500,00;5,00
MAP-025;Map Biola 5002 Hijau;ATK;8,00;Dus;67.500,00;91.500,00;5,00
MAP-026;Map Biola 5002 Biru tua;ATK;0,00;Dus;67.500,00;91.500,00;5,00
MAP-027;Map Biola 5002 Orange;ATK;0,00;Dus;50.000,00;70.500,00;5,00
MAP-028;Map Biola 5002 Coklat;ATK;4,00;Dus;67.500,00;91.500,00;5,00
MAP-029;Map Biola 5002 PINK;ATK;11,00;Dus;67.000,00;90.500,00;5,00
MAP-030;Map Biola 5001 Acco Merah;ATK;9,00;Dus;73.000,00;99.000,00;5,00
MAP-031;Map Biola 5001 Acco Kuning;ATK;12,00;Dus;73.500,00;99.500,00;5,00
MAP-032;Map Biola 5001 Acco Hijau;ATK;16,00;Dus;73.500,00;99.500,00;5,00
MAP-033;Map Biola 5001 Acco Biru tua;ATK;13,00;Dus;73.500,00;99.500,00;5,00
MAP-034;Map Biola 5001 Acco Orange;ATK;0,00;Dus;55.000,00;79.000,00;5,00
MAP-035;Map Biola 5001 Acco Coklat;ATK;0,00;Dus;55.000,00;79.000,00;5,00
MAP-036;Map Biola 5001 Acco Pink;ATK;12,00;Dus;73.000,00;99.500,00;5,00
MAP-037;Map Diamond 5002 Merah;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-038;Map Diamond 5002 Kuning;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-039;Map Diamond 5002 Hijau;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-040;Map Diamond 5002 Biru;ATK;-1,00;Dus;65.000,00;88.000,00;5,00
MAP-041;Map Diamond 5002 Orange;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-042;Map Diamond 5002 Coklat;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-043;Map Diamond 5001 Merah;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-044;Map Diamond 5001 Coklat;ATK;5,00;Dus;65.000,00;88.000,00;5,00
MAP-045;Map Diamond 5001 Biru;ATK;0,00;Dus;65.000,00;88.000,00;5,00
MAP-046;Map Diamond 5004 Biru ( Pocket );ATK;9,00;Dus;112.500,00;152.000,00;5,00
MAP-047;Map Diamond 5004 Kuning ( Pocket );ATK;10,00;Dus;112.500,00;152.000,00;5,00
MAP-048;Map Elvins 5002 Merah;ATK;0,00;Dus;48.000,00;60.000,00;2,00
MAP-049;Map Roda 5001 w/c;ATK;0,00;Dus;62.500,00;84.500,00;2,00
MAP-050;Map Roda 5002 w/c;ATK;0,00;Dus;43.000,00;67.500,00;2,00
MAP-051;Map Neuro 5002 coklat;ATK;0,00;Dus;42.500,00;60.000,00;5,00
MAP-052;Map L F4 Felix / Daichi Bening;ATK;553,00;Bh;1.375,00;2.000,00;60,00
MAP-053;Map L F4 Felix / Daichi Merah;ATK;240,00;Bh;1.300,00;2.000,00;60,00
MAP-054;Map L F4 Felix / Daichi Kuning;ATK;312,00;Bh;1.333,00;2.000,00;60,00
MAP-055;Map L F4 Felix / Daichi Hijau;ATK;197,00;Bh;1.333,00;2.000,00;60,00
MAP-056;Map L F4 Felix / Daichi Biru;ATK;192,00;Bh;1.300,00;2.000,00;60,00
MAP-057;Map L F4 Felix / Daichi Orange;ATK;0,00;Bh;1.300,00;2.000,00;60,00
MAP-058;Map L Felix A4 Merah;ATK;0,00;Bh;1.300,00;2.000,00;60,00
MAP-059;Map L Felix A4 Kuning;ATK;-48,00;Bh;1.300,00;2.000,00;60,00
MAP-060;Map L Felix A4 Hijau;ATK;0,00;Bh;1.300,00;2.000,00;60,00
MAP-061;Map L Felix A4 Biru;ATK;-84,00;Bh;1.300,00;2.000,00;60,00
MAP-062;Map L Felix A4 Bening;ATK;298,00;Bh;1.250,00;2.000,00;60,00
MAP-063;Map Jepit Seagul A350 Merah;ATK;12,00;Bh;7.833,33;11.000,00;60,00
MAP-064;Map Jepit Seagul A350 Kuning;ATK;118,00;Bh;8.125,00;10.000,00;60,00
MAP-065;Map Jepit Seagul A350 Hijau;ATK;-3,00;Bh;7.208,00;10.000,00;60,00
MAP-066;Map Jepit Seagul A350 Biru;ATK;-132,00;Bh;8.125,00;11.000,00;60,00
MAP-067;Map Jepit Seagul A350 Orange;ATK;0,00;Bh;7.208,00;10.000,00;60,00
MAP-068;Map Snel Seagul AF350 Merah;ATK;53,00;Bh;7.708,33;11.000,00;60,00
MAP-069;Map Snel Seagul AF350 Kuning;ATK;157,00;Bh;8.125,00;11.000,00;60,00
MAP-070;Map Snel Seagul AF350 Hijau;ATK;84,00;Bh;7.708,33;11.000,00;60,00
MAP-071;Map Snel Seagul AF350 Biru;ATK;251,00;Bh;8.125,00;11.000,00;60,00
MAP-072;Map Snel Seagul AF350 Orange;ATK;0,00;Bh;7.208,00;11.000,00;60,00
MAP-073;Map Snel Seagul AF350 Hitam;ATK;0,00;Bh;7.208,00;11.000,00;60,00
MAP-074;Map Snel Biasa Sakato W/C;ATK;-32,00;Bks;37.500,00;51.000,00;10,00
MAP-075;Map Batik Kain;ATK;0,00;Bh;13.000,00;18.000,00;12,00
MAP-077;Map Clear Holder Bantex 3185 40 W/C;ATK;-34,00;Pcs;55.000,00;74.500,00;0,00
MAP-078;Map Gantung Lihit 69;ATK;-46,00;Pak;175.000,00;236.500,00;2,00
MAP-079;Map L Daichi F4 Bening;ATK;420,00;Bh;2.125,00;3.000,00;5,00
MAP-080;Map L Daichi A4 Bening;ATK;154,00;Bh;2.083,00;3.000,00;5,00
MATERAI-001;MATERAI 3000;ATK;0,00;PCS;0,00;4.000,00;0,00
MATERAI-002;MATERAI 6000;ATK;0,00;PCS;0,00;7.000,00;0,00
MATERAI-003;Materai 10000;ATK;0,00;PCS;0,00;12.000,00;0,00
MEMO-002;Memo Desk micro dot / Micro top;ATK;14,00;Bh;28.000,00;38.000,00;5,00
MEMO-003;Memo Desk Kenko K-238;ATK;12,00;Bh;28.500,00;39.000,00;5,00
MI-001;Mata Itik  V-22 (Gerigi);ATK;0,00;Bks;75.000,00;102.500,00;2,00
MI-002;Mata Itik MA - 201 Kecil Sophing Bag;ATK;0,00;Bks;49.000,00;66.500,00;2,00
MI-003;Mata Ayam Single;ATK;-7,00;Bks;75.036,00;102.000,00;2,00
MIKA-001;Mika Jilid 0,10 Warna Putih Bening ASAHI;ATK;10,00;Pak;39.500,00;53.500,00;5,00
MIKA-002;Mika Jilid 0,10 Warna Merah ASAHI;ATK;0,00;Pak;50.000,00;67.500,00;5,00
MIKA-003;Mika Jilid 0,10 Warna Kuning ASAHI;ATK;0,00;Pak;49.000,00;66.500,00;5,00
MIKA-004;Mika Jilid 0,10 Warna Hj Tua ASAHI;ATK;2,00;Pak;49.000,00;66.500,00;5,00
MIKA-005;Mika Jilid 0,10 Warna Biru Muda ASAHI;ATK;5,00;Pak;50.000,00;67.500,00;5,00
MIKA-006;Mika Jilid 0,10 Warna Biru Tua ASAHI;ATK;6,00;Pak;50.000,00;67.500,00;5,00
MIKA-007;Mika Jilid 0,10 Warna Pink ASAHI;ATK;0,00;Pak;43.000,00;61.000,00;5,00
MIKA-008;Mika Jilid 0,10 Warna Ungu ASAHI;ATK;-1,00;Pak;43.000,00;61.000,00;5,00
MIKA-009;Mika Jilid 0,10 Warna Orange ASAHI;ATK;6,00;Pak;48.500,00;67.500,00;5,00
MIKA-010;Mika Jilid 0,10 A4 Warna Putih Bening ASAHI;ATK;2,00;Pak;39.000,00;53.000,00;5,00
MIKA-011;Mika Jilid 0,10 A4 Warna Kuning ASAHI;ATK;5,00;Pak;50.000,00;67.500,00;2,00
MIKA-012;Mika Jilid 0,10 A4 Warna Hijau ASAHI;ATK;5,00;Pak;50.000,00;67.500,00;2,00
ML-001;Mesin Label Harga 2 brs Joyko 6600A 10 Digit;ATK;0,00;Bh;75.000,00;101.500,00;5,00
ML-002;Mesin Label Harga 1 brs Joyko MX-5500M 8 Digit;ATK;0,00;Bh;35.000,00;47.500,00;5,00
ML-003;Mesin Label Harga 2 brs Joyko 5500M Angka;ATK;0,00;Bh;67.500,00;91.500,00;5,00
ML-004;Mesin Label Harga 2 brs Joyko 6600N  10 Digit;ATK;0,00;Bh;72.000,00;97.500,00;5,00
ML-005;Mesin Label Harga 1 brs Motex 5500;ATK;0,00;Bh;32.000,00;45.000,00;5,00
ML-006;Mesin Laminating A3 V-TECH VT330;ATK;0,00;Bh;685.000,00;925.000,00;5,00
MOUSE-001;Mouse Wireless Logitech M187;ATK;4,00;Bh;185.000,00;250.000,00;5,00
MOUSE-002;Mouse Logitech USB;ATK;5,00;Bh;53.025,00;72.000,00;5,00
MOUSE-003;Mouse Wireless Logitech M170;ATK;2,00;Bh;125.000,00;169.000,00;5,00
MOUSE-004;Alas Mouse Pad;Sparepart Fc;3,00;Bh;10.000,00;13.500,00;1,00
Map-076;Map Biola 5002 cream;ATK;0,00;Pak;62.000,00;84.000,00;5,00
NCR-001;Kertas NCR Midle Merah (MC);Kertas;84,00;Rim;64.500,00;67.000,00;5,00
NCR-002;Kertas NCR Midle Kuning (MC);Kertas;64,00;Rim;64.500,00;67.000,00;5,00
NCR-003;Kertas NCR Midle Hijau (MC);Kertas;92,00;Rim;63.500,00;67.000,00;5,00
NCR-004;Kertas NCR Midle Biru (MC);Kertas;34,00;Rim;64.500,00;67.000,00;5,00
NCR-005;Kertas NCR Midle Putih (MC);Kertas;20,00;Rim;62.500,00;67.000,00;5,00
NCR-006;Kertas NCR Bottom  Merah (MC);Kertas;115,00;Rim;60.500,00;63.000,00;5,00
NCR-007;Kertas NCR Bottom Kuning (MC);Kertas;103,00;Rim;60.500,00;63.000,00;5,00
NCR-008;Kertas NCR Bottom Hijau (MC);Kertas;62,00;Rim;59.000,00;63.000,00;5,00
NCR-009;Kertas NCR Bottom Biru (MC);Kertas;17,00;Rim;60.500,00;63.000,00;5,00
NCR-010;Kertas NCR Bottom Putih (MC);Kertas;67,00;Rim;59.800,00;63.000,00;5,00
NCR-011;kertas NCR DF top Putih;Kertas;10,00;Rim;127.000,00;129.500,00;5,00
NCR-012;kertas NCR DF Bottom Merah;Kertas;19,00;Rim;119.000,00;121.500,00;5,00
NCR-013;Kertas NCR DF Bottom Kuning;Kertas;2,00;Rim;119.600,00;121.500,00;0,00
NCR-014;Kertas NCR DF Midle Kuning;Kertas;13,00;Rim;129.000,00;131.500,00;0,00
NCR-015;Kertas NCR DF Bottom Biru;Kertas;31,00;Rim;118.000,00;121.500,00;2,00
NCR-016;Kertas NCR DF Bottom Hijau;Kertas;5,00;Rim;119.000,00;121.500,00;2,00
NCR-017;Kertas NCR DF Midle Merah;Kertas;4,00;Rim;129.000,00;131.500,00;0,00
NCR-018;Kertas NCR Top Merah Folio;Kertas;-1,00;Rim;63.800,00;66.500,00;2,00
NCR-019;Kertas NCR Top Kuning Folio;Kertas;5,00;Rim;63.800,00;66.500,00;2,00
NCR-020;Kertas NCR Top Hijau Folio;Kertas;2,00;Rim;63.800,00;66.500,00;2,00
NCR-021;Kertas NCR Top Biru Folio;Kertas;4,00;Rim;63.800,00;66.500,00;2,00
NCR-022;Kertas NCR DF Midle Biru;Kertas;15,00;Rim;127.000,00;131.500,00;2,00
NCR-023;Kertas NCR DF Midle Hijau;Kertas;15,00;Rim;129.000,00;131.500,00;2,00
NCR.TOP;Kertas NCR TOP putih (MC);Kertas;154,00;Rim;63.500,00;66.000,00;5,00
NOTEBOOK-001;Note Book PPL A5 isi 50;ATK;242,00;Bk;3.351,00;5.500,00;30,00
NOTEBOOK-002;Note Book PPL A5 isi 20;ATK;0,00;Bk;1.750,00;2.500,00;30,00
NOTEBOOK-003;Note Book PPL A4 isi 50;ATK;-175,00;Bk;5.500,00;7.500,00;30,00
NOTEBOOK-004;Note Book A4 Biasa Isi 20;ATK;0,00;Bk;3.000,00;4.500,00;30,00
O-001;Kertas Origami Kecil 10x10;ATK;19,00;Pak;8.000,00;11.000,00;10,00
O-002;Kertas Origami Besar 20x20;ATK;10,00;Pak;21.000,00;27.000,00;10,00
O-003;Origami Tanggung 16x16;ATK;9,00;Pak;13.500,00;18.500,00;5,00
ODNER-001;Odner Bantex Trendy 1446;ATK;0,00;Bh;15.000,00;20.500,00;24,00
ODNER-002;Odner Bantex A4 1450 Biru Tua;ATK;88,00;Bh;27.666,00;37.500,00;24,00
ODNER-003;Odner Bantex A4 1450 Hitam;ATK;86,00;Bh;27.666,00;37.500,00;24,00
ODNER-004;Odner Bantex A4 1450 Putih;ATK;56,00;Bh;27.666,00;37.500,00;24,00
ODNER-005;Odner Bantex A4 1450 Merah;ATK;35,00;Bh;24.000,00;37.000,00;24,00
ODNER-006;Odner Bantex A4 1450 kuning;ATK;48,00;Bh;24.000,00;33.500,00;24,00
ODNER-007;Odner Bantex A4 1450 Hijau;ATK;12,00;Bh;24.750,00;33.500,00;24,00
ODNER-008;Odner Bantex A4 1450-64 Mango;ATK;0,00;Bh;24.000,00;33.500,00;24,00
ODNER-009;Odner Bantex A5 1452 Merah / Htm;ATK;79,00;Bh;25.000,00;35.500,00;24,00
ODNER-010;Odner Bantex Folio 1465 Biru Tua;ATK;91,00;Bh;28.000,00;38.000,00;24,00
ODNER-011;Odner Bantex Folio 1465 Putih;ATK;195,00;Bh;28.000,00;38.000,00;24,00
ODNER-012;Odner Bantex Folio 1465 Kuning;ATK;51,00;Bh;27.333,00;37.000,00;24,00
ODNER-013;Odner Bantex Folio 1465 Merah;ATK;31,00;Bh;26.333,00;36.000,00;24,00
ODNER-014;Odner Bantex Folio 1465 Hitam;ATK;96,00;Bh;28.000,00;38.000,00;24,00
ODNER-015;Odner Bantex Folio 1465 Silver;ATK;0,00;Bh;24.000,00;34.000,00;24,00
ODNER-016;Odner Bantex Folio 1465 Hijau tua;ATK;36,00;Bh;26.500,00;36.000,00;24,00
ODNER-017;Odner Bantex Folio 1465 Orange;ATK;0,00;Bh;24.000,00;34.000,00;24,00
ODNER-018;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;ATK;21,00;Bh;27.500,00;37.500,00;24,00
ODNER-019;Odner Bantex A3 Lanscape 1468 Biru Tua;ATK;36,00;Bh;47.777,00;65.000,00;24,00
ODNER-020;Odner Bantex 1562 - 01 Map Komputer;ATK;0,00;Bh;26.000,00;35.500,00;24,00
ODNER-021;Odner Bantex 8512 - 07 Putih A4 2D 20mm;ATK;14,00;Bh;21.500,00;29.000,00;24,00
ODNER-022;Odner Bantex 8542 - 07 Putih A4 2D 40mm;ATK;-4,00;Bh;27.000,00;36.500,00;24,00
ODNER-023;Odner Bantex 8552 - 07 Putih A4 2D 52mm;ATK;-19,00;Bh;28.500,00;38.500,00;24,00
ODNER-024;Odner Bantex 8562 - 07 Putih A4 2D 65mm;ATK;23,00;Bh;45.708,00;62.000,00;24,00
ODNER-025;Odner Bantex 8642 - 07 Putih A4 3D 40mm;ATK;-1,00;Bh;20.000,00;27.000,00;24,00
ODNER-026;Odner Bantex 8662 - 07 Putih A4 3D 65mm;ATK;-11,00;Bh;50.000,00;67.500,00;24,00
ODNER-027;Odner Bantex 1311-07 Putih A4 3D 10cm;ATK;-6,00;Bh;99.167,00;134.000,00;24,00
ODNER-028;Odner Bantex 4205 Biru Tua;ATK;0,00;Bh;8.000,00;11.000,00;24,00
ODNER-029;Odner Bantex 8216 Biru Tua;ATK;-1,00;Bh;19.333,00;26.500,00;24,00
ODNER-030;Odner Bindex Folio 717 Hitam;ATK;148,00;Bh;20.833,00;28.500,00;24,00
ODNER-031;Odner Bindex A4 737 Htm / Br;ATK;24,00;Bh;24.000,00;32.500,00;24,00
ODNER-032;Odner Goby 8401 Folio;ATK;0,00;Bh;12.541,00;17.000,00;24,00
ODNER-033;Odner Goby 8402 Folio;ATK;0,00;Bh;12.541,00;17.000,00;24,00
ODNER-034;Odner Goby 8403 1/2 Folio;ATK;0,00;Bh;12.541,00;17.000,00;24,00
ODNER-035;Odner Gema 1/2 Folio 803;ATK;0,00;Bh;14.375,00;19.500,00;24,00
ODNER-036;Odner GEMA F4;ATK;158,00;Bh;14.375,00;19.500,00;24,00
ODNER-037;Odner Gema A4;ATK;66,00;Bh;14.458,00;20.000,00;24,00
ODNER-038;Odner Gung Yu 401 Folio;ATK;53,00;Bh;18.333,34;25.000,00;24,00
ODNER-039;Odner Gung Yu 402 1/2 Folio;ATK;35,00;Bh;18.333,34;25.000,00;24,00
ODNER-040;Odner Gung Yu 403;ATK;41,00;Bh;18.333,00;25.000,00;24,00
ODNER-041;Odner Santex Trendy A5 70 mm Hitam;ATK;0,00;Bh;9.000,00;12.500,00;24,00
ODNER-042;Odner Bantex Folio 1465 Ungu (lilac);ATK;77,00;Bh;28.000,00;38.000,00;24,00
ODNER-043;Odner Bindex F4 727 5cm Ht/Br;ATK;24,00;Pcs;19.583,00;27.000,00;0,00
ODNER-044;Odner Bindex 777 1/2F4;ATK;29,00;Pcs;20.625,00;27.000,00;0,00
ODNER-045;Odner Bantex Folio 1465 Lemon;ATK;15,00;Bh;27.500,00;37.500,00;5,00
ODNER-046;Odner GEMA 727 F4 Small;ATK;60,00;Bh;14.375,00;19.500,00;5,00
ODNER-047;Odner Bantex A3 Potrait 1467  Biru Tua;ATK;12,00;Bh;53.333,00;72.000,00;5,00
ODNER-048;Odner Bantex A3 Potrait 1467  Hitam;ATK;12,00;Bh;53.333,00;72.000,00;5,00
ODNER-049;Odner Bantex F4 1465 Abu;ATK;45,00;Bh;27.333,00;37.000,00;5,00
ODNER-050;Odner Bantex 8563 - 07  Putih F4 2D 65mm;ATK;21,00;Bh;40.666,67;69.000,00;5,00
ODNER-051;Odner Bindex Folio 717 Biru;ATK;53,00;Bh;20.833,00;28.500,00;5,00
OFSET-001;New Eco 529 Black;Tinta Printing;0,00;Kg;100.978,00;136.500,00;5,00
OFSET-002;New Eco Reflex Blue X;Tinta Printing;0,00;Kg;176.982,00;239.000,00;5,00
OFSET-003;New Eco 700 White;Tinta Printing;0,00;1.5 Kg;138.748,00;187.500,00;5,00
OFSET-004;New Eco 015 Medium Yellow;Tinta Printing;0,00;Kg;134.418,00;181.500,00;5,00
OFSET-005;New Eco 416 Green;Tinta Printing;0,00;Kg;125.994,00;170.500,00;5,00
OFSET-006;New Eco 530 Black;Tinta Printing;0,00;Kg;114.150,00;154.500,00;5,00
OFSET-007;New Eco 135 Red;Tinta Printing;0,00;Kg;109.925,00;148.500,00;5,00
OFSET-008;New Eco 115 Bronze Red;Tinta Printing;0,00;Kg;120.000,00;162.000,00;5,00
OFSET-009;Best One Emblem Process Black;Tinta Printing;0,00;Kg;98.421,00;133.000,00;5,00
OFSET-010;Best One Emblem Process Cyan;Tinta Printing;0,00;Kg;115.768,00;156.500,00;5,00
OFSET-011;Best One Emblem Process Magenta;Tinta Printing;0,00;Kg;128.810,00;174.000,00;5,00
OFSET-012;Best One Emblem Process Yellow;Tinta Printing;0,00;Kg;120.322,00;162.500,00;5,00
OFSET-013;New Cahaya Black;Tinta Printing;0,00;Kg;73.000,00;100.000,00;5,00
OFSET-014;New Cahaya Cyan;Tinta Printing;0,00;Kg;87.000,00;117.500,00;5,00
OFSET-015;New Cahaya Yellow;Tinta Printing;0,00;Kg;80.000,00;108.000,00;5,00
OFSET-016;New Cahaya Magenta;Tinta Printing;0,00;Kg;84.000,00;113.500,00;5,00
OFSET-017;Spray Powder Micron;Tinta Printing;0,00;Kg;67.000,00;90.500,00;5,00
OFSET-018;Sponge Viscovita;Tinta Printing;8,00;Pcs;35.000,00;32.500,00;5,00
OFSET-019;Etching Solution NH3;Tinta Printing;1,00;Botol;40.000,00;54.000,00;5,00
OFSET-020;Corrector Positive;Tinta Printing;0,00;Pot;45.000,00;61.000,00;5,00
OFSET-021;Fountain Solution Hijau;Tinta Printing;2,00;Galon;30.000,00;40.500,00;5,00
OFSET-022;Ultra Plat Cleaner ( PDK );Tinta Printing;4,00;Botol;40.000,00;54.000,00;5,00
OFSET-023;Varnish;Tinta Printing;0,00;Botol;60.500,00;82.000,00;5,00
OFSET-024;Gum Solution @ 4 Liter;Tinta Printing;0,00;Galon;39.500,00;60.000,00;5,00
OFSET-025;Blanket Folio;Tinta Printing;0,00;Buah;74.976,00;102.000,00;5,00
OFSET-026;Sparegum Goldchem;Tinta Printing;7,00;Kaleng;40.000,00;54.000,00;5,00
OFSET-027;RWA-Grade/20 liter;Tinta Printing;21,00;Liter;28.500,00;26.000,00;5,00
OFSET-028;Cutting Stick  DQ 201 Hijau;Tinta Printing;0,00;Pcs;126.000,00;170.000,00;5,00
OFSET-029;New Mol 550 X 50 - 40;Tinta Printing;0,00;Pcs;212.500,00;287.000,00;5,00
OFSET-030;New Mol 800 x 60 - 45;Tinta Printing;0,00;Pcs;203.000,00;274.500,00;5,00
