Kode Item;Nama Item;Jenis;Merek;Rak;Tipe Item;Konversi;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3;Harga Level 4;Keterangan
SPIDOL-002;Spidol Artline 70 Biru;ATK;Spidol Artline 70 Biru;R15;INV;1;Bh;7500;10500;12500;0;0;
SPIDOL-002;Spidol Artline 70 Biru;ATK;Spidol Artline 70 Biru;R15;INV;12;Pak;90000;113500;0;0;0;
SPIDOL-003;Spidol Artline 500 Merah W/B;ATK;Spidol Artline 500 Merah W/B;R15;INV;1;Bh;7917;11000;12500;0;0;
SPIDOL-003;Spidol Artline 500 Merah W/B;ATK;Spidol Artline 500 Merah W/B;R15;INV;12;Pak;95004;119500;0;0;0;
SPIDOL-004;Spidol Snowman OHP-OPF Hitam;ATK;Spidol Snowman OHP-OPF Hitam;R11;INV;1;Bh;6333;9000;10000;0;0;
SPIDOL-004;Spidol Snowman OHP-OPF Hitam;ATK;Spidol Snowman OHP-OPF Hitam;R11;INV;12;Pak;75996;97500;0;0;0;
SPIDOL-005;Spidol Snowman OHP-OPF Biru;ATK;Spidol Snowman OHP-OPF Biru;R11;INV;1;Bh;6333;9000;10000;0;0;
SPIDOL-005;Spidol Snowman OHP-OPF Biru;ATK;Spidol Snowman OHP-OPF Biru;R11;INV;12;Pak;75996;97500;0;0;0;
SPIDOL-006;Spidol Snowman OHP-OPF Merah;ATK;Spidol Snowman OHP-OPF Merah;R11;INV;1;Bh;6333;9000;10000;0;0;
SPIDOL-006;Spidol Snowman OHP-OPF Merah;ATK;Spidol Snowman OHP-OPF Merah;R11;INV;12;Pak;75996;97500;0;0;0;
SPIDOL-007;Spidol Snowman OHP-OPF Hijau;ATK;Spidol Snowman OHP-OPF Hijau;R11;INV;1;Bh;5833;8000;9000;0;0;
SPIDOL-007;Spidol Snowman OHP-OPF Hijau;ATK;Spidol Snowman OHP-OPF Hijau;R11;INV;12;Pak;69996;86500;0;0;0;
SPIDOL-008;Spidol Snowman OHP-OPM Hitam;ATK;Spidol Snowman OHP-OPM Hitam;R11;INV;1;Bh;6041;8500;9500;0;0;
SPIDOL-008;Spidol Snowman OHP-OPM Hitam;ATK;Spidol Snowman OHP-OPM Hitam;R11;INV;12;Pak;72492;92000;0;0;0;
SPIDOL-009;Spidol Snowman OHP-OPM Biru;ATK;Spidol Snowman OHP-OPM Biru;R11;INV;1;Bh;5750;8500;9500;0;0;
SPIDOL-009;Spidol Snowman OHP-OPM Biru;ATK;Spidol Snowman OHP-OPM Biru;R11;INV;12;Pak;69000;92000;0;0;0;
SPIDOL-010;Spidol Snowman Kecil Merah;ATK;Spidol Snowman Kecil Merah;R15;INV;1;Bh;833;1500;2000;0;0;
SPIDOL-010;Spidol Snowman Kecil Merah;ATK;Spidol Snowman Kecil Merah;R15;INV;144;Pak;119952;194500;0;0;0;
SPIDOL-011;Spidol Snowman Kecil Kuning;ATK;Spidol Snowman Kecil Kuning;R15;INV;1;Bh;833;1500;2000;0;0;
SPIDOL-011;Spidol Snowman Kecil Kuning;ATK;Spidol Snowman Kecil Kuning;R15;INV;144;Pak;119952;194500;0;0;0;
SPIDOL-012;Spidol Snowman Kecil Hijau;ATK;Spidol Snowman Kecil Hijau;R15;INV;1;Bh;833;1500;2000;0;0;
SPIDOL-012;Spidol Snowman Kecil Hijau;ATK;Spidol Snowman Kecil Hijau;R15;INV;144;Pak;119952;194500;0;0;0;
SPIDOL-013;Spidol Snowman Kecil Biru;ATK;Spidol Snowman Kecil Biru;R15;INV;1;Bh;1024;1500;2000;0;0;
SPIDOL-013;Spidol Snowman Kecil Biru;ATK;Spidol Snowman Kecil Biru;R15;INV;144;Pak;147456;194500;0;0;0;
SPIDOL-014;Spidol Snowman Kecil Hitam;ATK;Spidol Snowman Kecil Hitam;R15;INV;1;Bh;1024;1500;2000;0;0;
SPIDOL-014;Spidol Snowman Kecil Hitam;ATK;Spidol Snowman Kecil Hitam;R15;INV;144;Pak;147456;194500;0;0;0;
SPIDOL-015;Spidol Snowman Kecil 12 warna;ATK;Spidol Snowman Kecil 12 warna;R15;INV;1;Set;11666;16000;18000;0;0;
SPIDOL-015;Spidol Snowman Kecil 12 warna;ATK;Spidol Snowman Kecil 12 warna;R15;INV;12;Pak;139992;173000;0;0;0;
SPIDOL-016;Spidol G12 Snow Permanent Hitam;ATK;Spidol G12 Snow Permanent Hitam;R15;INV;1;Bh;5125;7500;8500;0;0;
SPIDOL-016;Spidol G12 Snow Permanent Hitam;ATK;Spidol G12 Snow Permanent Hitam;R15;INV;12;Pak;61500;81000;0;0;0;
SPIDOL-017;Spidol G12 Snow Permanent Biru;ATK;Spidol G12 Snow Permanent Biru;R15;INV;1;Bh;5125;7000;8000;0;0;
SPIDOL-017;Spidol G12 Snow Permanent Biru;ATK;Spidol G12 Snow Permanent Biru;R15;INV;12;Pak;61500;76000;0;0;0;
SPIDOL-018;Spidol G12 Snow Permanent Hijau;ATK;Spidol G12 Snow Permanent Hijau;R15;INV;1;Bh;4791;6500;7500;0;0;
SPIDOL-018;Spidol G12 Snow Permanent Hijau;ATK;Spidol G12 Snow Permanent Hijau;R15;INV;12;Pak;57492;70500;0;0;0;
SPIDOL-019;Spidol G12 Snow Permanent Merah;ATK;Spidol G12 Snow Permanent Merah;R15;INV;1;Bh;4791;6500;7500;0;0;
SPIDOL-019;Spidol G12 Snow Permanent Merah;ATK;Spidol G12 Snow Permanent Merah;R15;INV;12;Pak;57492;70500;0;0;0;
SPIDOL-020;Spidol W/B Snowman Hitam;ATK;Spidol W/B Snowman Hitam;R15;INV;1;Bh;5958;8500;9500;0;0;
SPIDOL-020;Spidol W/B Snowman Hitam;ATK;Spidol W/B Snowman Hitam;R15;INV;12;Pak;71500;92000;0;0;0;
SPIDOL-021;Spidol W/B Snowman Biru;ATK;Spidol W/B Snowman Biru;R15;INV;1;Bh;5958;8500;9500;0;0;
SPIDOL-021;Spidol W/B Snowman Biru;ATK;Spidol W/B Snowman Biru;R15;INV;12;Pak;71496;92000;0;0;0;
SPIDOL-022;Spidol W/B Snowman Hijau;ATK;Spidol W/B Snowman Hijau;R15;INV;1;Bh;5958;8500;9500;0;0;
SPIDOL-022;Spidol W/B Snowman Hijau;ATK;Spidol W/B Snowman Hijau;R15;INV;12;Pak;71496;92000;0;0;0;
SPIDOL-023;Spidol W/B Snowman Merah;ATK;Spidol W/B Snowman Merah;R15;INV;1;Bh;5958;8500;9500;0;0;
SPIDOL-023;Spidol W/B Snowman Merah;ATK;Spidol W/B Snowman Merah;R15;INV;12;Pak;71496;92000;0;0;0;
SPIDOL-024;Spidol W/B Snowman Kuning;ATK;Spidol W/B Snowman Kuning;R15;INV;1;Bh;5694;8000;9000;0;0;
SPIDOL-024;Spidol W/B Snowman Kuning;ATK;Spidol W/B Snowman Kuning;R15;INV;12;Pak;68328;86500;0;0;0;
SPIDOL-025;Spidol W/B Faster hitam;ATK;Spidol W/B Faster hitam;R15;INV;1;Bh;3500;5000;5500;0;0;
SPIDOL-025;Spidol W/B Faster hitam;ATK;Spidol W/B Faster hitam;R15;INV;12;Pak;42000;54000;0;0;0;
SPIDOL-026;Spidol Snow Paint Marker White;ATK;Spidol Snow Paint Marker White;R15;INV;1;Bh;11833;16000;16500;0;0;
SPIDOL-026;Spidol Snow Paint Marker White;ATK;Spidol Snow Paint Marker White;R15;INV;12;Pak;141996;173000;0;0;0;
SPIDOL-027;Spidol Snow Paint Marker Black;ATK;Spidol Snow Paint Marker Black;R15;INV;1;Bh;11041;15000;16500;0;0;
SPIDOL-027;Spidol Snow Paint Marker Black;ATK;Spidol Snow Paint Marker Black;R15;INV;12;Pak;132492;162000;0;0;0;
SPIDOL-028;Spidol Snow Paint Marker Gold;ATK;Spidol Snow Paint Marker Gold;R15;INV;1;Bh;10500;14500;16000;0;0;
SPIDOL-028;Spidol Snow Paint Marker Gold;ATK;Spidol Snow Paint Marker Gold;R15;INV;12;Pak;126000;157000;0;0;0;
SPIDOL-029;Spidol Snow Paint Marker Silver;ATK;Spidol Snow Paint Marker Silver;R15;INV;1;Bh;10500;14500;16000;0;0;
SPIDOL-029;Spidol Snow Paint Marker Silver;ATK;Spidol Snow Paint Marker Silver;R15;INV;12;Pak;126000;157000;0;0;0;
SPIDOL-030;Spidol Snow Paint Marker Red;ATK;Spidol Snow Paint Marker Red;R15;INV;1;Bh;11042;15000;16500;0;0;
SPIDOL-030;Spidol Snow Paint Marker Red;ATK;Spidol Snow Paint Marker Red;R15;INV;12;Pak;132504;162000;0;0;0;
SPIDOL-031;Spidol Snow Paint Marker Yellow;ATK;Spidol Snow Paint Marker Yellow;R15;INV;1;Bh;11042;15000;16500;0;0;
SPIDOL-031;Spidol Snow Paint Marker Yellow;ATK;Spidol Snow Paint Marker Yellow;R15;INV;12;Pak;132504;162000;0;0;0;
SPIDOL-032;Spidol Snow Paint Marker Blue;ATK;Spidol Snow Paint Marker Blue;R15;INV;1;Bh;11041;15000;16500;0;0;
SPIDOL-032;Spidol Snow Paint Marker Blue;ATK;Spidol Snow Paint Marker Blue;R15;INV;12;Pak;132492;162000;0;0;0;
SPIDOL-033;Spidol Snow Paint Marker Green;ATK;Spidol Snow Paint Marker Green;R15;INV;1;Bh;11041;15000;16500;0;0;
SPIDOL-033;Spidol Snow Paint Marker Green;ATK;Spidol Snow Paint Marker Green;R15;INV;12;Pak;132492;162000;0;0;0;
SPIDOL-034;Spidol Snowman 500 hitam;ATK;Spidol Snowman 500 hitam;R15;INV;1;Bh;13583;19000;21000;0;0;
SPIDOL-034;Spidol Snowman 500 hitam;ATK;Spidol Snowman 500 hitam;R15;INV;12;Pak;162996;205500;0;0;0;
SPIDOL-035;Spidol Snowman 500 biru;ATK;Spidol Snowman 500 biru;R15;INV;1;Bh;13583;18500;20500;0;0;
SPIDOL-035;Spidol Snowman 500 biru;ATK;Spidol Snowman 500 biru;R15;INV;12;Pak;162996;200000;0;0;0;
SPIDOL-036;Spidol Solid Marker Merah;ATK;Spidol Solid Marker Merah;R15;INV;1;Bh;38125;51500;57000;0;0;
SPIDOL-037;Spidol Artline 500 Hitam;ATK;Spidol Artline 500 Hitam;;INV;1;Bh;8583;12000;13500;0;0;
SPIDOL-037;Spidol Artline 500 Hitam;ATK;Spidol Artline 500 Hitam;;INV;12;Pak;102996;130000;0;0;0;
SPIDOL-038;Spidol Artline 500 Biru;ATK;Spidol Artline 500 Biru;;INV;1;Bh;8500;11500;13000;0;0;
SPIDOL-038;Spidol Artline 500 Biru;ATK;Spidol Artline 500 Biru;;INV;12;Pak;102000;124500;0;0;0;
SPIDOL-039;Spidol Artline 700 Hitam;ATK;Spidol Artline 700 Hitam;;INV;1;Bh;8958;12500;14000;0;0;
SPIDOL-039;Spidol Artline 700 Hitam;ATK;Spidol Artline 700 Hitam;;INV;12;Pak;107496;135000;0;0;0;
SPIDOL-040;Spidol Artline 700 Biru;ATK;Spidol Artline 700 Biru;;INV;1;Bh;8833;12000;13500;0;0;
SPIDOL-040;Spidol Artline 700 Biru;ATK;Spidol Artline 700 Biru;;INV;12;Pak;106000;130000;0;0;0;
SPIDOL-041;Spidol Snow 500 Merah;ATK;Spidol Snow 500 Merah;;INV;1;Bh;13583;18500;20500;0;0;
SPIDOL-041;Spidol Snow 500 Merah;ATK;Spidol Snow 500 Merah;;INV;12;Pak;163000;200000;0;0;0;
SPIDOL-042;Spidol Artline 70 Merah;ATK;Spidol Artline 70 Merah;;INV;1;Bh;7583;10500;12000;0;0;
SPIDOL-042;Spidol Artline 70 Merah;ATK;Spidol Artline 70 Merah;;INV;12;Pak;91000;113500;0;0;0;
SPIDOL-043;Spidol OHP Faber Castel Hitam;ATK;Spidol OHP Faber Castel Hitam;;INV;1;Bh;12500;17000;19000;0;0;
SPIDOL-043;Spidol OHP Faber Castel Hitam;ATK;Spidol OHP Faber Castel Hitam;;INV;10;Pak;125000;153000;0;0;0;
SPIDOL-044;Spidol OHP Faber Castel Biru;ATK;Spidol OHP Faber Castel Biru;;INV;1;Bh;12500;17000;19000;0;0;
SPIDOL-044;Spidol OHP Faber Castel Biru;ATK;Spidol OHP Faber Castel Biru;;INV;10;Pak;125000;153000;0;0;0;
SPIDOL-045;Spidol OHP Faber Castel Merah;ATK;Spidol OHP Faber Castel Merah;;INV;1;Bh;12500;17000;19000;0;0;
SPIDOL-045;Spidol OHP Faber Castel Merah;ATK;Spidol OHP Faber Castel Merah;;INV;10;Pak;125000;153000;0;0;0;
SPNDK-001;SPANDUK;SP;;;SRV;1;M;0;0;0;0;0;
SPNDK-002;SPANDUK+Y BANNER;SP;;;SRV;1;PCS;0;0;0;0;0;
SPNDK-003;X BANNER;SP;X BANNER;;SRV;1;PCS;0;0;0;0;0;
SPNDK-004;Bahan Spanduk 3,2;SP;Bahan Spanduk 3,2;;INV;1;Roll;1265600;0;0;0;0;
SPNDK-005;Bahan Spanduk 2,6;SP;Bahan Spanduk 2,6;;INV;1;Roll;1028300;0;0;0;0;
SPNDK-006;Bahan Spanduk 2,13;SP;Bahan Spanduk 1,07;;INV;1;Roll;842415;0;0;0;0;
SPNDK-007;Bahan Spanduk 1,6;SP;Bahan Spanduk 1,6;;INV;1;Roll;632800;0;0;0;0;
SPNDK-008;Bahan Spanduk 1,07;SP;Bahan Spanduk 1,07;;INV;1;Roll;423185;0;0;0;0;
SPONS-001;Spon Air Joyko;ATK;Spon Air Joyko;R7;INV;1;Bh;4166;6000;7000;0;0;
SPONS-001;Spon Air Joyko;ATK;Spon Air Joyko;R7;INV;24;Pak;99984;130000;0;0;0;
STABILO-001;Stabilo Swing Cool Pink;ATK;Stabilo Swing Cool Pink;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-001;Stabilo Swing Cool Pink;ATK;Stabilo Swing Cool Pink;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-002;Stabilo Swing Cool Hijau;ATK;Stabilo Swing Cool Hijau;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-002;Stabilo Swing Cool Hijau;ATK;Stabilo Swing Cool Hijau;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-003;Stabilo Swing Cool Biru;ATK;Stabilo Swing Cool Biru;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-003;Stabilo Swing Cool Biru;ATK;Stabilo Swing Cool Biru;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-004;Stabilo Swing Cool Lavender;ATK;Stabilo Swing Cool Lavender;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-004;Stabilo Swing Cool Lavender;ATK;Stabilo Swing Cool Lavender;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-005;Stabilo Swing Cool Kuning;ATK;Stabilo Swing Cool Kuning;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-005;Stabilo Swing Cool Kuning;ATK;Stabilo Swing Cool Kuning;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-006;Stabilo Swing Cool Orange;ATK;Stabilo Swing Cool Orange;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-006;Stabilo Swing Cool Orange;ATK;Stabilo Swing Cool Orange;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-007;Stabilo Swing Cool Violet;ATK;Stabilo Swing Cool Violet;R10;INV;1;Bh;7250;10000;11000;0;0;
STABILO-007;Stabilo Swing Cool Violet;ATK;Stabilo Swing Cool Violet;R10;INV;10;Pak;72500;90000;0;0;0;
STABILO-008;Stabilo Bos Merah;ATK;Stabilo Bos Merah;R10;INV;1;Bh;9500;12500;14000;0;0;
STABILO-008;Stabilo Bos Merah;ATK;Stabilo Bos Merah;R10;INV;10;Pak;95000;112500;0;0;0;
STABILO-009;Stabilo Bos Kuning;ATK;Stabilo Bos Kuning;R10;INV;1;Bh;9500;12500;14000;0;0;
STABILO-009;Stabilo Bos Kuning;ATK;Stabilo Bos Kuning;R10;INV;10;Pak;95000;112500;0;0;0;
STABILO-010;Stabilo Bos Hijau;ATK;Stabilo Bos Hijau;R10;INV;1;Bh;8250;11500;13000;0;0;
STABILO-010;Stabilo Bos Hijau;ATK;Stabilo Bos Hijau;R10;INV;10;Pak;82500;103500;0;0;0;
STABILO-011;Stabilo Bos Biru;ATK;Stabilo Bos Biru;R10;INV;1;Bh;9500;12500;14000;0;0;
STABILO-011;Stabilo Bos Biru;ATK;Stabilo Bos Biru;R10;INV;10;Pak;95000;112500;0;0;0;
STABILO-012;Stabilo Bos Orange;ATK;Stabilo Bos Orange;R10;INV;1;Bh;8250;11500;13000;0;0;
STABILO-012;Stabilo Bos Orange;ATK;Stabilo Bos Orange;R10;INV;10;Pak;82500;103500;0;0;0;
STABILO-013;Stabilo Bos Pink;ATK;Stabilo Bos Pink;R10;INV;1;Bh;8250;11500;13000;0;0;
STABILO-013;Stabilo Bos Pink;ATK;Stabilo Bos Pink;R10;INV;10;Pak;82500;103500;0;0;0;
STABILO-014;Stabilo Joyko Biru;ATK;Stabilo Joyko Biru;R10;INV;1;Bh;3250;4500;5000;0;0;
STABILO-014;Stabilo Joyko Biru;ATK;Stabilo Joyko Biru;R10;INV;10;Pak;32500;40500;0;0;0;
STABILO-015;Stabilo Joyko Hijau;ATK;Stabilo Joyko Hijau;R10;INV;1;Bh;3500;5000;5500;0;0;
STABILO-015;Stabilo Joyko Hijau;ATK;Stabilo Joyko Hijau;R10;INV;10;Pak;35000;45000;0;0;0;
STABILO-016;Stabilo Joyko Pink;ATK;Stabilo Joyko Pink;R10;INV;1;Bh;3350;5000;5500;0;0;
STABILO-016;Stabilo Joyko Pink;ATK;Stabilo Joyko Pink;R10;INV;10;Pak;33500;45000;0;0;0;
STABILO-017;Stabilo Joyko Kuning;ATK;Stabilo Joyko Kuning;R10;INV;1;Bh;3275;4500;5000;0;0;
STABILO-017;Stabilo Joyko Kuning;ATK;Stabilo Joyko Kuning;R10;INV;10;Pak;32750;40500;0;0;0;
STABILO-018;Stabilo Joyko Orange;ATK;Stabilo Joyko Orange;R10;INV;1;Bh;3500;5000;5500;0;0;
STABILO-018;Stabilo Joyko Orange;ATK;Stabilo Joyko Orange;R10;INV;10;Pak;35000;45000;0;0;0;
STABILO-019;Stabilo Bos Merah;ATK;;;INV;1;Bh;8250;11500;13000;0;0;
STABILO-019;Stabilo Bos Merah;ATK;;;INV;10;Pak;82500;0;0;0;0;
STAMPEL-001;Stempel LUNAS joyko;ATK;Stempel LUNAS joyko;R10;INV;1;Bh;7625;10500;12000;0;0;
STAMPEL-001;Stempel LUNAS joyko;ATK;Stempel LUNAS joyko;R10;INV;12;Pak;91500;113500;0;0;0;
STEROFOAM-001;Steorofoam warna;ATK;Steorofoam warna;R6;INV;1;Bh;3700;6000;7000;0;0;
STEROFOAM-002;Steorofoam Putih;ATK;Steorofoam Putih;R6;INV;1;Bh;3000;5000;5500;0;0;
STIKER-001;Kertas Stiker F4 Cromo;Kertas;Kertas Stiker F4 Cromo;R2;INV;1;Pak;52000;60000;66000;0;0;
STIKER-002;Kertas Stiker F4 HVS;Kertas;Kertas Stiker F4 HVS;R2;INV;1;Pak;52000;57000;63000;0;0;
STRAPLES-001;Staples HD 10 Max;ATK;Staples HD 10 Max;R10;INV;1;Bh;14250;19500;21500;0;0;
STRAPLES-001;Staples HD 10 Max;ATK;Staples HD 10 Max;R10;INV;10;Pak;142500;175500;0;0;0;
STRAPLES-002;Staples HD 10D Max;ATK;Staples HD 10D Max;R10;INV;1;Bh;43500;59000;65000;0;0;
STRAPLES-002;Staples HD 10D Max;ATK;Staples HD 10D Max;R10;INV;10;Pak;435000;531000;0;0;0;
STRAPLES-003;Staples HD 10 KK;ATK;Staples HD 10 KK;R10;INV;1;Bh;6833;9500;10500;0;0;
STRAPLES-003;Staples HD 10 KK;ATK;Staples HD 10 KK;R10;INV;12;Pak;81996;103000;0;0;0;
STRAPLES-004;Staples HD 10  JK;ATK;Staples HD 10  JK;R10;INV;1;Bh;6500;9000;10000;0;0;
STRAPLES-004;Staples HD 10  JK;ATK;Staples HD 10  JK;R10;INV;12;Pak;78000;97500;0;0;0;
STRAPLES-005;Staples HD 50 Max;ATK;Staples HD 50 Max;R10;INV;1;Bh;61000;82500;91000;0;0;
STRAPLES-005;Staples HD 50 Max;ATK;Staples HD 50 Max;R10;INV;5;Pak;305000;371500;0;0;0;
STRAPLES-006;Staples HD 50 Kenko;ATK;Staples HD 50 Kenko;R10;INV;1;Bh;16750;23000;25500;0;0;
STRAPLES-006;Staples HD 50 Kenko;ATK;Staples HD 50 Kenko;R10;INV;6;Pak;100500;124500;0;0;0;
STRAPLES-007;Staples HD 12L/17 Max;ATK;Staples HD 12L/17 Max;R10;INV;1;Unit;1325000;1789000;1968000;0;0;
STRAPLES-008;Staples HD 12N/24 Max;ATK;Staples HD 12N/24 Max;R10;INV;1;Unit;875000;1181500;1300000;0;0;
STRAPLES-009;Staples HD 12N/17 Max;ATK;Staples HD 12N/17 Max;R10;INV;1;Unit;875000;1181500;1300000;0;0;
STRAPLES-010;Staples Tembak Kanguru TP 13;ATK;Staples Tembak Kanguru TP 13;R10;INV;1;Bh;200000;270000;297000;0;0;
STRAPLES-011;Staples Tembak Kanguru TP 8;ATK;Staples Tembak Kanguru TP 8;R10;INV;1;Bh;56000;90000;99000;0;0;
STRAPLES-012;Staples Tembak Kangguru TP 10;AYK;Staples Tembak Kangguru TP 10;R10;INV;1;Bh;140000;189000;208000;0;0;
TALI-001;Tali Kait kecil Merah;Id Card;Tali Kait kecil Merah;R12;INV;1;Bh;1150;1500;2000;0;0;
TALI-001;Tali Kait kecil Merah;Id Card;Tali Kait kecil Merah;R12;INV;100;Pak;115000;135000;0;0;0;
TALI-002;Tali Kait kecil Kuning;Id Card;Tali Kait kecil Kuning;R12;INV;1;Bh;1150;1500;2000;0;0;
TALI-002;Tali Kait kecil Kuning;Id Card;Tali Kait kecil Kuning;R12;INV;100;Pak;115000;135000;0;0;0;
TALI-003;Tali Kait kecil Hitam;Id Card;Tali Kait kecil Hitam;R12;INV;1;Bh;1100;1500;2000;0;0;
TALI-003;Tali Kait kecil Hitam;Id Card;Tali Kait kecil Hitam;R12;INV;100;Pak;110000;135000;0;0;0;
TALI-004;Tali Kait kecil Biru;Id Card;Tali Kait kecil Biru;R12;INV;1;Bh;1150;1600;2000;0;0;
TALI-004;Tali Kait kecil Biru;Id Card;Tali Kait kecil Biru;R12;INV;100;Pak;115000;144000;0;0;0;
TALI-005;Tali Kait kecil Orange;Id Card;Tali Kait kecil Orange;R12;INV;1;Bh;1100;1500;2000;0;0;
TALI-005;Tali Kait kecil Orange;Id Card;Tali Kait kecil Orange;R12;INV;100;Pak;110000;135000;0;0;0;
TALI-006;Tali Kait kecil Hijau;Id Card;Tali Kait kecil Hijau;R12;INV;1;Bh;1150;1600;2000;0;0;
TALI-006;Tali Kait kecil Hijau;Id Card;Tali Kait kecil Hijau;R12;INV;100;Pak;115000;144000;0;0;0;
TALI-007;Tali Kait kecil Ungu;Id Card;Tali Kait kecil Ungu;R12;INV;1;Bh;1100;1500;2000;0;0;
TALI-007;Tali Kait kecil Ungu;Id Card;Tali Kait kecil Ungu;R12;INV;100;Pak;110000;135000;0;0;0;
TALI-008;Tali id Kait Besar Merah 2cm;Id Card;Tali id Kait Besar Merah 2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-008;Tali id Kait Besar Merah 2cm;Id Card;Tali id Kait Besar Merah 2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-009;Tali id Kait Besar Kuning 2cm;Id Card;Tali id Kait Besar Kuning 2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-009;Tali id Kait Besar Kuning 2cm;Id Card;Tali id Kait Besar Kuning 2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-010;Tali id Kait Besar Biru  2cm;Id Card;Tali id Kait Besar Biru  2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-010;Tali id Kait Besar Biru  2cm;Id Card;Tali id Kait Besar Biru  2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-011;Tali id Kait Besar Hijau 2cm;Id Card;Tali id Kait Besar Hijau 2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-011;Tali id Kait Besar Hijau 2cm;Id Card;Tali id Kait Besar Hijau 2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-012;Tali id Kait Besar Hitam 2cm;Id Card;Tali id Kait Besar Hitam 2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-012;Tali id Kait Besar Hitam 2cm;Id Card;Tali id Kait Besar Hitam 2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-013;Tali id Kait Besar Ungu 2cm;Id Card;Tali id Kait Besar Ungu 2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-013;Tali id Kait Besar Ungu 2cm;Id Card;Tali id Kait Besar Ungu 2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-014;Tali id Kait Besar Orange 2cm;Id Card;Tali id Kait Besar Orange 2cm;R12;INV;1;Bh;2200;3000;3500;0;0;
TALI-014;Tali id Kait Besar Orange 2cm;Id Card;Tali id Kait Besar Orange 2cm;R12;INV;100;Pak;220000;270000;0;0;0;
TALI-015;Tali Tambang Pramuka;ATK;;;INV;1;Bh;10000;15000;16500;0;0;
TALI-016;Tali Id Import 1cm Kait Oval Merah;Id Card;Tali Id Import 1cm Kait Oval Merah;;INV;1;Bh;900;1500;2000;0;0;
TALI-016;Tali Id Import 1cm Kait Oval Merah;Id Card;Tali Id Import 1cm Kait Oval Merah;;INV;100;Pak;90000;135000;0;0;0;
TALI-017;Tali Id Import 1cm Kait Oval Kuning;Id Card;Tali Id Import 1cm Kait Oval Kuning;;INV;1;Bh;900;1500;2000;0;0;
TALI-017;Tali Id Import 1cm Kait Oval Kuning;Id Card;Tali Id Import 1cm Kait Oval Kuning;;INV;100;Pak;90000;135000;0;0;0;
TALI-018;Tali Id Import 1cm Kait Oval Hijau;Id Card;Tali Id Import 1cm Kait Oval Hijau;;INV;1;Bh;900;1500;2000;0;0;
TALI-018;Tali Id Import 1cm Kait Oval Hijau;Id Card;Tali Id Import 1cm Kait Oval Hijau;;INV;100;Pak;90000;135000;0;0;0;
TALI-019;Tali Id Import 1cm Kait Oval Biru;Id Card;Tali Id Import 1cm Kait Oval Biru;;INV;1;Bh;900;1500;2000;0;0;
TALI-019;Tali Id Import 1cm Kait Oval Biru;Id Card;Tali Id Import 1cm Kait Oval Biru;;INV;100;Pak;90000;135000;0;0;0;
TALI-020;Tali Id Import 1cm Kait Oval Hitam;Id Card;Tali Id Import 1cm Kait Oval Hitam;;INV;1;Bh;900;1500;2000;0;0;
TALI-020;Tali Id Import 1cm Kait Oval Hitam;Id Card;Tali Id Import 1cm Kait Oval Hitam;;INV;100;Pak;90000;135000;0;0;0;
TALI-021;Tali Id Import 1cm Kait Oval Putih;Id Card;Tali Id Import 1cm Kait Oval Putih;;INV;1;Bh;900;1500;2000;0;0;
TALI-021;Tali Id Import 1cm Kait Oval Putih;Id Card;Tali Id Import 1cm Kait Oval Putih;;INV;100;Pak;90000;0;0;0;0;
TELSTRUK-001;Kertas Telstruk 75x65 2 Ply PPL;ATK;Kertas Telstruk 75x65 2 Ply Planet / PPL;R21;INV;1;Roll;8008;11000;12500;0;0;
TELSTRUK-001;Kertas Telstruk 75x65 2 Ply PPL;ATK;Kertas Telstruk 75x65 2 Ply Planet / PPL;R21;INV;10;Pak;80080;99000;0;0;0;
TELSTRUK-002;Kertas Telstruk 75x65 2 Ply G 1;ATK;Kertas Telstruk 75x65 2 Ply G 1;R21;INV;1;Roll;3750;5500;6500;0;0;
